vector,source_type,country,year,y,x
Aedes albopictus,12024,United States of America,1992,31.2638905,-98.5456116
Aedes albopictus,12024,United States of America,1992,30.4007626,-88.8893818
Aedes albopictus,12024,United States of America,1992,32.3293809,-83.1137366
Aedes albopictus,12024,United States of America,1992,31.4649685,-100.4405094
Aedes albopictus,12024,United States of America,1992,32.37742,-86.3091683
Aedes albopictus,12024,United States of America,1992,30.8703881,-92.007126
Aedes albopictus,12024,United States of America,1992,32.8546197,-79.9748103
Aedes albopictus,12024,United States of America,1992,32.9715285,-89.7348497
Aedes albopictus,12024,United States of America,1992,33.9204354,-80.3414693
Aedes albopictus,12024,United States of America,1992,34.8662005,-92.1101458
Aedes albopictus,12024,United States of America,1992,35.7730076,-86.2820081
Aedes albopictus,12024,United States of America,1992,35.4729886,-97.5170536
Aedes albopictus,12025,United States of America,1989,29.4246002,-98.4951405
Aedes albopictus,12025,United States of America,1989,31.2638905,-98.5456116
Aedes albopictus,12025,United States of America,1989,31.3119463,-92.4453558
Aedes albopictus,12025,United States of America,1989,30.8703881,-92.007126
Aedes albopictus,12025,United States of America,1989,32.753177,-97.3327459
Aedes albopictus,12025,United States of America,1989,34.8662005,-92.1101458
Aedes albopictus,12025,United States of America,1989,35.7730076,-86.2820081
Aedes albopictus,12026,United States of America,1988,29.4246002,-98.4951405
Aedes albopictus,12026,United States of America,1988,30.4007626,-88.8893818
Aedes albopictus,12026,United States of America,1988,32.37742,-86.3091683
Aedes albopictus,12026,United States of America,1988,30.8703881,-92.007126
Aedes albopictus,12026,United States of America,1988,34.8662005,-92.1101458
Aedes albopictus,12026,United States of America,1988,38.490327,-89.793154
Aedes albopictus,12047,Colombia,2004,3.8881929,-77.0738324
Aedes albopictus,12145,Madagascar,1999,-12.2779632,49.2913743
Aedes albopictus,12145,R?union,2000,-20.9269658,55.3362758
Aedes albopictus,12145,R?union,2000,-20.8799889,55.448137
Aedes albopictus,12145,Thailand,2000,18.7882778,98.9858802
Aedes albopictus,12145,Viet Nam,2000,21.0283334,105.854041
Aedes albopictus,12145,Cambodia,2001,13.3617562,103.8590321
Aedes albopictus,12146,Thailand,0,14.8971921,100.83273
Aedes albopictus,12158,United States of America,1988,38.4275865,-89.9137592
Aedes albopictus,12158,United States of America,1988,38.7014389,-90.1487199
Aedes albopictus,12206,Brazil,0,-22.8879628,-48.4410712
Aedes albopictus,12226,Guatemala,1995,15.7275154,-88.5952506
Aedes albopictus,12240,United States of America,1995,32.3293809,-83.1137366
Aedes albopictus,12240,United States of America,1995,34.7306498,-83.3943316
Aedes albopictus,12240,United States of America,1996,34.7306498,-83.3943316
Aedes albopictus,12240,United States of America,1996,34.9603293,-81.1655408
Aedes albopictus,12241,United States of America,1990,27.7567667,-81.4639835
Aedes albopictus,12241,United States of America,1991,29.2435916,-81.0375555
Aedes albopictus,12241,United States of America,1991,27.7567667,-81.4639835
Aedes albopictus,12250,Mexico,2001,24.8530057,-99.4103419
Aedes albopictus,12250,Mexico,2003,25.1886604,-99.8293539
Aedes albopictus,12250,Mexico,2003,25.2706581,-99.4089871
Aedes albopictus,12250,Mexico,2003,25.2825206,-100.0448571
Aedes albopictus,12250,Mexico,2003,25.7871006,-100.1850769
Aedes albopictus,12250,Mexico,2003,26.5749243,-100.1550303
Aedes albopictus,12250,Mexico,2004,25.4048877,-100.1340429
Aedes albopictus,12250,Mexico,2004,25.517337,-99.8711735
Aedes albopictus,12250,Mexico,2004,25.808517,-100.3224334
Aedes albopictus,12250,Mexico,2004,26.2384363,-99.8873
Aedes albopictus,12309,Dominican Republic,1994,18.4801972,-69.942111
Aedes albopictus,12319,Mexico,2006,14.9258055,-92.3221957
Aedes albopictus,12325,Brazil,0,-22.8080114,-43.4138222
Aedes albopictus,12325,Brazil,0,-22.7667284,-43.4033603
Aedes albopictus,12332,Mexico,1997,25.2988342,-100.0452016
Aedes albopictus,12332,Mexico,1997,25.306674,-100.0530754
Aedes albopictus,12423,United States of America,2000,35.7730076,-86.2820081
Aedes albopictus,12423,United States of America,2001,35.4961465,-83.3095627
Aedes albopictus,12423,United States of America,2003,35.7730076,-86.2820081
Aedes albopictus,12466,United States of America,1993,34.6850749,-82.8364111
Aedes albopictus,12474,Brazil,2004,-3.1316333,-59.9825041
Aedes albopictus,12513,Mexico,1993,28.3492667,-101.6740921
Aedes albopictus,12536,Malaysia,0,3.1516964,101.6942371
Aedes albopictus,12579,Mexico,1995,25.8810158,-97.5064866
Aedes albopictus,12579,United States of America,1995,25.9024289,-97.4981698
Aedes albopictus,12579,Mexico,1995,26.0907673,-98.2788191
Aedes albopictus,12579,United States of America,1995,26.1594305,-97.9907362
Aedes albopictus,12579,United States of America,1995,26.204114,-98.2300605
Aedes albopictus,12579,United States of America,1995,26.2159066,-98.3252932
Aedes albopictus,12595,United States of America,1999,38.9529442,-76.9408647
Aedes albopictus,12602,Nigeria,1991,5.5273061,6.1784167
Aedes albopictus,12602,Nigeria,1991,6.306155,6.369726
Aedes albopictus,12661,Brazil,2003,-22.8377227,-45.2565239
Aedes albopictus,12706,Cameroon,2002,2.919384,11.1516632
Aedes albopictus,12706,Cameroon,2002,2.936176,11.975646
Aedes albopictus,12706,Cameroon,2002,3.515197,11.503114
Aedes albopictus,12706,Cameroon,2002,3.8689867,11.5213344
Aedes albopictus,12706,Cameroon,2002,3.9031868,12.5244504
Aedes albopictus,12706,Cameroon,2002,4.0351051,9.1441404
Aedes albopictus,12706,Cameroon,2002,3.8612467,9.6235775
Aedes albopictus,12706,Cameroon,2002,4.075571,9.3650187
Aedes albopictus,12706,Cameroon,2002,4.1567895,9.2315915
Aedes albopictus,12706,Cameroon,2002,4.4357583,14.3645181
Aedes albopictus,12706,Cameroon,2002,4.499078,9.5657366
Aedes albopictus,12706,Cameroon,2002,4.5776155,13.6843792
Aedes albopictus,12706,Cameroon,2002,5.281565,9.9760978
Aedes albopictus,12706,Cameroon,2002,5.4469923,10.053309
Aedes albopictus,12706,Cameroon,2002,5.5450526,10.4469635
Aedes albopictus,12706,Cameroon,2002,5.8948457,14.5471591
Aedes albopictus,12706,Cameroon,2002,5.9614117,10.1516505
Aedes albopictus,12706,Cameroon,2002,6.082783,11.487415
Aedes albopictus,12706,Cameroon,2002,6.4658575,12.6251249
Aedes albopictus,12771,Thailand,1991,13.6455334,101.295143
Aedes albopictus,12795,Malaysia,1994,3.0988792,101.6454202
Aedes albopictus,12795,Malaysia,1994,3.1526589,101.7022205
Aedes albopictus,12795,Malaysia,1994,3.1516964,101.6942371
Aedes albopictus,12795,Malaysia,1994,3.2140294,101.634842
Aedes albopictus,12799,Malaysia,0,3.1516964,101.6942371
Aedes albopictus,12804,Japan,0,33.2738076,130.2171043
Aedes albopictus,12808,Sri Lanka,2006,9.6734908,80.0290277
Aedes albopictus,12815,United States of America,1987,39.1399187,-77.1929215
Aedes albopictus,12844,China,2002,22.6628468,120.4915677
Aedes albopictus,12849,India,1999,12.2476974,79.3378151
Aedes albopictus,12849,India,1999,12.8454374,79.1351952
Aedes albopictus,12860,Thailand,1995,9.4418146,100.0220022
Aedes albopictus,12860,Thailand,1995,9.5364554,99.93598
Aedes albopictus,12962,Brazil,1999,-20.3200917,-40.3376682
Aedes albopictus,13128,Brazil,1996,-23.3112878,-51.1595023
Aedes albopictus,13141,China,0,25.3222229,107.4557396
Aedes albopictus,13195,Japan,1979,26.2122345,127.6791452
Aedes albopictus,13196,Malaysia,1980,2.7431004,101.7063146
Aedes albopictus,13196,Malaysia,1980,3.0988792,101.6454202
Aedes albopictus,13196,Malaysia,1980,3.1516964,101.6942371
Aedes albopictus,13199,Sri Lanka,1983,7.2666719,80.5854142
Aedes albopictus,13225,Malaysia,1985,5.4141619,100.3287352
Aedes albopictus,13225,Malaysia,1985,5.41781,100.4373171
Aedes albopictus,13228,Thailand,1968,9.1404136,99.3241347
Aedes albopictus,13228,India,1984,11.3459447,76.7965283
Aedes albopictus,13236,Malaysia,1987,1.1136159,110.6182211
Aedes albopictus,13236,Malaysia,1987,1.5597561,110.345397
Aedes albopictus,13236,Malaysia,1987,3.1526589,101.7022205
Aedes albopictus,13236,Malaysia,1987,3.1276087,101.7538639
Aedes albopictus,13236,Malaysia,1987,3.2537121,101.6539012
Aedes albopictus,13236,Malaysia,1987,4.8630743,102.9949297
Aedes albopictus,13236,Malaysia,1987,5.3296461,103.1383265
Aedes albopictus,13236,Malaysia,1987,5.3416642,103.0031562
Aedes albopictus,13236,Malaysia,1987,5.4270148,103.0728342
Aedes albopictus,13236,Malaysia,1987,5.9780066,116.0728988
Aedes albopictus,13263,United States of America,1989,38.7604815,-92.5617875
Aedes albopictus,13274,United States of America,1987,29.7355047,-94.9774274
Aedes albopictus,13274,United States of America,1987,30.2262187,-92.0178202
Aedes albopictus,13274,United States of America,1987,30.3321838,-81.655651
Aedes albopictus,13274,United States of America,1987,30.4494155,-91.1869659
Aedes albopictus,13274,United States of America,1987,32.5135356,-93.7477839
Aedes albopictus,13274,United States of America,1987,37.970495,-87.5715641
Aedes albopictus,13274,United States of America,1987,39.100105,-94.5781416
Aedes albopictus,13285,Nigeria,1991,5.5273061,6.1784167
Aedes albopictus,13285,Nigeria,1991,6.207775,6.219078
Aedes albopictus,13285,Nigeria,1991,6.306155,6.369726
Aedes albopictus,13290,South Africa,1989,-33.9288301,18.4172197
Aedes albopictus,13290,South Africa,1990,-33.9288301,18.4172197
Aedes albopictus,13291,United States of America,1990,40.3270127,-86.1746933
Aedes albopictus,13293,United States of America,1989,29.9759983,-90.0782127
Aedes albopictus,13319,China,0,20.0332057,110.3238294
Aedes albopictus,13319,China,0,21.6740808,109.3729721
Aedes albopictus,13319,China,0,22.8193063,108.3627211
Aedes albopictus,13319,China,0,23.1100378,113.2136488
Aedes albopictus,13319,China,0,23.7076697,102.4942389
Aedes albopictus,13319,China,0,23.6660886,116.9995994
Aedes albopictus,13319,China,0,25.7733598,113.0094337
Aedes albopictus,13319,China,0,26.0559339,119.3091467
Aedes albopictus,13319,China,0,26.5722545,106.7050549
Aedes albopictus,13319,China,0,30.6598628,104.0633717
Aedes albopictus,13319,China,0,31.2323437,121.4691024
Aedes albopictus,13319,China,0,34.2688679,108.9304086
Aedes albopictus,13319,China,0,34.8016429,113.654504
Aedes albopictus,13346,Brazil,1993,-19.696389,-46.171389
Aedes albopictus,13360,Papua New Guinea,1992,-9.069901,143.210029
Aedes albopictus,13360,Papua New Guinea,1992,-5.90799,141.2736051
Aedes albopictus,13362,Macau,1991,22.1899448,113.5380454
Aedes albopictus,13364,Mexico,1993,28.704596,-100.5167137
Aedes albopictus,13364,Mexico,1993,29.3248796,-100.9322287
Aedes albopictus,13367,New Zealand,1992,-36.9922088,174.8593709
Aedes albopictus,13369,India,0,11.9414045,79.8064577
Aedes albopictus,13372,United States of America,1989,40.3270127,-86.1746933
Aedes albopictus,13372,United States of America,1991,29.9759983,-90.0782127
Aedes albopictus,13372,United States of America,1991,37.1142176,-89.197853
Aedes albopictus,13372,United States of America,1991,37.936438,-90.7879086
Aedes albopictus,13372,United States of America,1991,38.6268666,-90.159707
Aedes albopictus,13372,United States of America,1991,39.1266528,-89.8163435
Aedes albopictus,13384,United States of America,1993,27.5830792,-80.3925334
Aedes albopictus,13401,Malaysia,1992,3.2083304,101.304146
Aedes albopictus,13409,United States of America,1995,40.4331631,-74.1995883
Aedes albopictus,13413,United States of America,1989,37.936438,-90.7879086
Aedes albopictus,13418,Brazil,1996,-25.4295963,-49.2712724
Aedes albopictus,13437,Brazil,1997,-23.5506507,-46.6333824
Aedes albopictus,13442,Japan,1996,33.2738076,130.2171043
Aedes albopictus,13451,United States of America,1997,40.6938609,-89.5891008
Aedes albopictus,13452,Brazil,1996,-22.8884,-43.1147
Aedes albopictus,13461,Brazil,1997,-2.5295265,-44.2963942
Aedes albopictus,13465,Nepal,1991,27.718333,85.5378341
Aedes albopictus,13471,Argentina,1998,-26.0573302,-53.7341764
Aedes albopictus,13474,Indonesia,1997,-8.6728675,121.6929173
Aedes albopictus,13475,China,1997,25.011997,121.4656619
Aedes albopictus,13480,Brazil,1999,-8.0584933,-34.8848193
Aedes albopictus,13481,Brazil,2000,-24.7445292,-47.5525529
Aedes albopictus,13497,United States of America,1999,35.7730076,-86.2820081
Aedes albopictus,13497,United States of America,1999,35.949684,-85.0274835
Aedes albopictus,13497,United States of America,1999,36.0103562,-84.2696449
Aedes albopictus,13497,United States of America,1999,36.1034126,-84.1318632
Aedes albopictus,13502,Brazil,1999,-24.7445292,-47.5525529
Aedes albopictus,13504,United States of America,2000,40.8088861,-96.7077751
Aedes albopictus,13515,Brazil,2001,-8.1752476,-34.9468716
Aedes albopictus,13515,Brazil,2001,-8.0584933,-34.8848193
Aedes albopictus,13529,Thailand,2000,13.6455334,101.295143
Aedes albopictus,13532,Japan,2000,37.48043,139.942135
Aedes albopictus,13532,Japan,2000,37.760777,140.4745807
Aedes albopictus,13532,Japan,2000,38.4746705,140.083237
Aedes albopictus,13532,Japan,2000,38.2677554,140.8691498
Aedes albopictus,13532,Japan,2000,38.4341281,141.3028087
Aedes albopictus,13532,Japan,2000,38.5770889,140.955454
Aedes albopictus,13532,Japan,2000,38.9147229,139.8364101
Aedes albopictus,13532,Japan,2000,38.9346961,141.126605
Aedes albopictus,13532,Japan,2000,39.144275,141.1392382
Aedes albopictus,13532,Japan,2000,39.2757463,141.8858151
Aedes albopictus,13532,Japan,2000,39.2866832,141.1135121
Aedes albopictus,13532,Japan,2000,39.3858771,140.0487402
Aedes albopictus,13532,Japan,2000,39.7021331,141.1545397
Aedes albopictus,13532,Japan,2000,39.6898802,140.342608
Aedes albopictus,13532,Japan,2000,40.2118417,140.0271517
Aedes albopictus,13533,Brazil,2001,-26.2495087,-48.6308087
Aedes albopictus,13535,Japan,0,35.3671141,136.6179746
Aedes albopictus,13537,Japan,1999,33.2185408,130.1296585
Aedes albopictus,13539,United States of America,1999,37.1232245,-78.4927721
Aedes albopictus,13539,United States of America,1999,36.6228778,-82.5620977
Aedes albopictus,13539,United States of America,1999,36.653751,-82.4700491
Aedes albopictus,13539,United States of America,1999,36.6889777,-83.1110047
Aedes albopictus,13539,United States of America,1999,36.711763,-82.793294
Aedes albopictus,13539,United States of America,1999,36.866611,-82.7434502
Aedes albopictus,13539,United States of America,1999,36.9336934,-82.6298965
Aedes albopictus,13539,United States of America,1999,37.1237146,-82.6012667
Aedes albopictus,13541,Mexico,2002,14.9258055,-92.3221957
Aedes albopictus,13545,Brazil,2002,-9.6476843,-35.7339264
Aedes albopictus,13545,Brazil,2002,-3.4438388,-52.8889236
Aedes albopictus,13546,Brazil,2002,-3.1316333,-59.9825041
Aedes albopictus,13547,Brazil,0,-24.7445292,-47.5525529
Aedes albopictus,13547,Brazil,0,-22.9364,-45.4622602
Aedes albopictus,13554,United States of America,2001,33.2021284,-117.2424787
Aedes albopictus,13554,United States of America,2001,33.6633386,-117.903317
Aedes albopictus,13554,United States of America,2001,33.7746292,-117.9463717
Aedes albopictus,13554,United States of America,2001,33.7690164,-118.191604
Aedes albopictus,13554,United States of America,2001,34.0536909,-118.242766
Aedes albopictus,13554,United States of America,2001,33.9170444,-117.888855
Aedes albopictus,13554,United States of America,2001,36.7014631,-118.755997
Aedes albopictus,13554,United States of America,2001,34.0133561,-117.690075
Aedes albopictus,13554,United States of America,2001,34.051522,-118.129807
Aedes albopictus,13554,United States of America,2001,34.1082994,-118.0577568
Aedes albopictus,13554,United States of America,2001,34.093042,-118.12706
Aedes albopictus,13554,United States of America,2001,37.089655,-121.5945046
Aedes albopictus,13554,United States of America,2001,37.6535403,-122.4168664
Aedes albopictus,13554,United States of America,2001,38.1342805,-121.2736022
Aedes albopictus,13554,United States of America,2002,36.7014631,-118.755997
Aedes albopictus,13554,United States of America,2002,34.0133561,-117.690075
Aedes albopictus,13554,United States of America,2002,34.051522,-118.129807
Aedes albopictus,13556,Brazil,0,-27.5973002,-48.5496098
Aedes albopictus,13556,Brazil,0,-27.4556106,-53.9294399
Aedes albopictus,13556,Brazil,0,-26.9195567,-49.0658025
Aedes albopictus,13556,Brazil,0,-25.5148822,-48.5226695
Aedes albopictus,13556,Brazil,0,-23.62028,-45.41306
Aedes albopictus,13556,Brazil,0,-23.031448,-45.5612792
Aedes albopictus,13556,Brazil,0,-22.9364,-45.4622602
Aedes albopictus,13556,Brazil,0,-12.9822499,-38.4812772
Aedes albopictus,13556,Brazil,0,-2.5295265,-44.2963942
Aedes albopictus,13563,United States of America,1994,30.2751945,-89.7811745
Aedes albopictus,13563,United States of America,1994,30.8703881,-92.007126
Aedes albopictus,13563,United States of America,1994,30.6301889,-90.1873048
Aedes albopictus,13565,Brazil,2002,-3.4438388,-52.8889236
Aedes albopictus,13588,Argentina,1998,-26.4048555,-54.6262079
Aedes albopictus,13600,Brazil,2002,-21.3143975,-51.8316259
Aedes albopictus,13600,Brazil,2002,-20.8695636,-51.4877792
Aedes albopictus,13600,Brazil,2002,-20.4976771,-48.9452074
Aedes albopictus,13600,Brazil,2002,-20.4281001,-51.3410871
Aedes albopictus,13600,Brazil,2002,-20.3413103,-49.1970982
Aedes albopictus,13600,Brazil,2002,-20.1718325,-50.9995571
Aedes albopictus,13600,Brazil,2002,-20.1819444,-49.3508333
Aedes albopictus,13600,Brazil,2002,-20.179612,-48.030997
Aedes albopictus,13600,Brazil,2002,-20.1774291,-48.6872822
Aedes albopictus,13600,Brazil,2002,-20.1448079,-50.8317569
Aedes albopictus,13600,Brazil,2002,-20.080447,-49.9139767
Aedes albopictus,13600,Brazil,2002,-20.0323485,-50.7278392
Aedes albopictus,13600,Brazil,2002,-20.029593,-49.3998592
Aedes albopictus,13600,Brazil,2002,-20.0013584,-50.3736414
Aedes albopictus,13600,Brazil,2002,-19.980944,-49.6814309
Aedes albopictus,13600,Brazil,2002,-19.9806298,-50.136873
Aedes albopictus,13600,Brazil,2002,-19.9802644,-50.2906035
Aedes albopictus,13600,Brazil,2002,-19.9427771,-50.5372875
Aedes albopictus,13608,Brazil,1994,-22.6437398,-47.1972086
Aedes albopictus,13614,Brazil,1999,-23.816628,-45.368685
Aedes albopictus,13619,Thailand,2004,16.75154,98.57656
Aedes albopictus,13629,Malaysia,1999,1.461597,109.8900607
Aedes albopictus,13629,Malaysia,1999,1.618546,109.6804836
Aedes albopictus,13629,Malaysia,1999,1.6405212,109.6937928
Aedes albopictus,13629,Malaysia,1999,1.6356995,109.7808852
Aedes albopictus,13629,Malaysia,1999,1.6716097,109.8536303
Aedes albopictus,13631,Brazil,2003,-22.2206145,-54.812208
Aedes albopictus,13641,Brazil,2005,-3.7304512,-38.5217989
Aedes albopictus,13659,United States of America,2005,32.6098566,-85.4807825
Aedes albopictus,13663,Lebanon,2003,33.9840398,35.6191594
Aedes albopictus,13663,Lebanon,2003,34.2705179,35.666968
Aedes albopictus,13663,Lebanon,2003,34.4205303,36.4213694
Aedes albopictus,13663,Lebanon,2005,33.9840398,35.6191594
Aedes albopictus,13667,United States of America,2004,32.4709761,-85.0007653
Aedes albopictus,13667,United States of America,2004,32.6098566,-85.4807825
Aedes albopictus,13812,United States of America,2003,35.7803977,-78.6390989
Aedes albopictus,13819,Brazil,2005,-8.0584933,-34.8848193
Aedes albopictus,13820,Madagascar,2006,-18.1553985,49.4098352
Aedes albopictus,13870,India,2006,9.5411491,78.5921303
Aedes albopictus,13953,Gabon,0,0.4086518,9.4418849
Aedes albopictus,13956,United States of America,2006,27.9477595,-82.458444
Aedes albopictus,13956,United States of America,2006,28.213,-82.7232787
Aedes albopictus,13967,India,2006,9.5006651,76.4124143
Aedes albopictus,13967,India,2006,9.6287383,76.6455326
Aedes albopictus,13970,India,2004,15.4989946,73.8282141
Aedes albopictus,14028,Malaysia,0,5.4141619,100.3287352
Aedes albopictus,14058,Brazil,2004,-20.8141411,-49.507449
Aedes albopictus,14059,Brazil,2005,-23.2782035,-51.2779583
Aedes albopictus,14059,Brazil,2005,-23.08165,-52.461724
Aedes albopictus,14059,Brazil,2006,-23.425269,-51.9382078
Aedes albopictus,14059,Brazil,2006,-23.1590428,-49.9739664
Aedes albopictus,14062,Thailand,2005,16.4269471,99.6184841
Aedes albopictus,14062,Thailand,2005,16.6811599,102.2957362
Aedes albopictus,14073,Brazil,2005,-3.2758203,-60.1867429
Aedes albopictus,14073,Brazil,2005,-3.1316333,-59.9825041
Aedes albopictus,14103,Gabon,2006,-1.5910727,10.978503
Aedes albopictus,14103,Gabon,2006,0.4086518,9.4418849
