vector,source_type,country,year,y,x
Aedes aegypti,18142,R?union,2007,-21.1677694,55.2881932
Aedes aegypti,18142,Mayotte,2007,-12.7804136,45.2279761
Aedes aegypti,18142,Mayotte,2007,-12.7045482,45.1221926
Aedes aegypti,18142,R?union,2008,-21.1677694,55.2881932
Aedes aegypti,18144,India,2008,28.6517178,77.2219388
Aedes aegypti,18144,India,2008,28.6273928,77.1716954
Aedes aegypti,18144,India,2009,28.6273928,77.1716954
Aedes aegypti,18144,India,2009,28.6430858,77.2192671
Aedes aegypti,18144,India,2009,28.6517178,77.2219388
Aedes aegypti,18146,Gabon,2007,0.4086518,9.4418849
Aedes aegypti,18146,Cameroon,2007,3.8689867,11.5213344
Aedes aegypti,18146,Cameroon,2007,8.4033303,14.167524
Aedes aegypti,18147,Singapore,2009,1.2899175,103.8519072
Aedes aegypti,18149,Mexico,2006,14.8883246,-92.4920008
Aedes aegypti,18149,Mexico,2006,14.8830843,-92.2382556
Aedes aegypti,18151,Malaysia,2007,3.0448394,101.4447363
Aedes aegypti,18151,Malaysia,2008,3.0448394,101.4447363
Aedes aegypti,18152,Malaysia,2009,5.4141619,100.3287352
Aedes aegypti,18153,Malaysia,2001,2.0228821,103.3114564
Aedes aegypti,18154,Cameroon,2006,3.8612467,9.6235775
Aedes aegypti,18154,Cameroon,2006,9.3070698,13.3934527
Aedes aegypti,18154,Cameroon,2007,3.8689867,11.5213344
Aedes aegypti,18155,Nigeria,2005,7.161,3.348
Aedes aegypti,18155,Nigeria,2006,7.161,3.348
Aedes aegypti,18156,Mayotte,2006,-12.7983446,45.2746515
Aedes aegypti,18158,Thailand,2009,7.1973429,100.593205
Aedes aegypti,18161,Gabon,2007,-0.8228734,12.7024913
Aedes aegypti,18161,Gabon,2007,0.3208235,9.4952738
Aedes aegypti,18161,Gabon,2007,0.4086518,9.4418849
Aedes aegypti,18161,Gabon,2007,0.4948951,9.3935938
Aedes aegypti,18161,Gabon,2007,1.0055667,9.5842085
Aedes aegypti,18161,Gabon,2007,1.5997904,11.5751003
Aedes aegypti,18162,Indonesia,2004,-7.2459717,112.7378266
Aedes aegypti,18163,India,2006,10.07259,73.6436319
Aedes aegypti,18164,Gabon,2007,0.4086518,9.4418849
Aedes aegypti,18165,Thailand,2005,16.4269471,99.6184841
Aedes aegypti,18165,Thailand,2005,14.4152291,100.6472968
Aedes aegypti,18167,Viet Nam,2006,10.957424,106.9570249
Aedes aegypti,18167,Viet Nam,2006,11.2170773,108.4287424
Aedes aegypti,18167,Viet Nam,2006,11.5769829,108.9865391
Aedes aegypti,18167,Viet Nam,2006,11.9166696,109.14861
Aedes aegypti,18167,Viet Nam,2006,12.2431693,109.1898675
Aedes aegypti,18167,Viet Nam,2006,13.5462741,109.2518188
Aedes aegypti,18167,Viet Nam,2006,13.7696121,109.2313768
Aedes aegypti,18167,Viet Nam,2006,13.8866373,109.1077973
Aedes aegypti,18167,Viet Nam,2006,14.8087189,108.9571626
Aedes aegypti,18167,Viet Nam,2006,14.9953739,108.691729
Aedes aegypti,18167,Viet Nam,2006,15.4458044,108.5596657
Aedes aegypti,18167,Viet Nam,2006,16.068,108.212
Aedes aegypti,18167,Viet Nam,2006,16.4639321,107.5863388
Aedes aegypti,18167,Viet Nam,2006,17.0705848,107.0069057
Aedes aegypti,18167,Viet Nam,2006,17.4659566,106.5984715
Aedes aegypti,18167,Viet Nam,2006,17.509599,106.4004452
Aedes aegypti,18167,Viet Nam,2006,19.4507834,105.7801293
Aedes aegypti,18167,Viet Nam,2007,9.0070231,105.044596
Aedes aegypti,18167,Viet Nam,2007,9.1782047,105.1519707
Aedes aegypti,18167,Viet Nam,2007,9.2376931,105.4562528
Aedes aegypti,18167,Viet Nam,2007,9.6536293,105.936549
Aedes aegypti,18167,Viet Nam,2007,9.8158331,105.819098
Aedes aegypti,18167,Viet Nam,2007,10.252039,105.9735715
Aedes aegypti,18167,Viet Nam,2007,10.4146532,106.0811889
Aedes aegypti,18167,Viet Nam,2007,10.6180761,106.4718823
Aedes aegypti,18167,Viet Nam,2007,10.7763897,106.7011391
Aedes aegypti,18167,Viet Nam,2007,10.9354878,107.120464
Aedes aegypti,18167,Viet Nam,2007,10.948249,106.9892612
Aedes aegypti,18167,Viet Nam,2007,10.9808435,106.6537483
Aedes aegypti,18167,Viet Nam,2007,11.2218116,108.5037498
Aedes aegypti,18167,Viet Nam,2007,11.4232424,106.8558597
Aedes aegypti,18167,Viet Nam,2007,11.4520977,106.87088
Aedes aegypti,18167,Viet Nam,2007,11.5376338,106.8998884
Aedes aegypti,18167,Viet Nam,2007,11.5769829,108.9865391
Aedes aegypti,18167,Viet Nam,2007,11.7345208,107.1446799
Aedes aegypti,18167,Viet Nam,2007,11.7319887,108.3742502
Aedes aegypti,18167,Viet Nam,2007,11.7875429,107.0002699
Aedes aegypti,18167,Viet Nam,2007,11.7977093,107.1895694
Aedes aegypti,18167,Viet Nam,2007,11.8208285,106.9582406
Aedes aegypti,18167,Viet Nam,2007,11.978749,107.5815314
Aedes aegypti,18167,Viet Nam,2007,12.0005094,107.6961359
Aedes aegypti,18167,Viet Nam,2007,12.1755251,108.133707
Aedes aegypti,18167,Viet Nam,2007,12.4934379,109.1270865
Aedes aegypti,18167,Viet Nam,2007,12.6075375,107.9170221
Aedes aegypti,18167,Viet Nam,2007,12.6796827,108.0447368
Aedes aegypti,18167,Viet Nam,2007,14.0779378,108.9898798
Aedes aegypti,18167,Viet Nam,2007,15.7801233,108.3295714
Aedes aegypti,18167,Viet Nam,2007,16.4639321,107.5863388
Aedes aegypti,18167,Viet Nam,2007,16.7001624,107.2326314
Aedes aegypti,18167,Viet Nam,2007,16.8172845,107.1010378
Aedes aegypti,18167,Viet Nam,2007,18.4583593,105.7714214
Aedes aegypti,18167,Viet Nam,2007,19.4507834,105.7801293
Aedes aegypti,18167,Viet Nam,2008,8.7718114,104.9873196
Aedes aegypti,18167,Viet Nam,2008,9.6536293,105.936549
Aedes aegypti,18167,Viet Nam,2008,10.5364717,106.4099039
Aedes aegypti,18167,Viet Nam,2008,10.9808435,106.6537483
Aedes aegypti,18167,Viet Nam,2008,11.5376338,106.8998884
Aedes aegypti,18167,Viet Nam,2008,11.5769829,108.9865391
Aedes aegypti,18167,Viet Nam,2008,11.6631854,106.9050728
Aedes aegypti,18167,Viet Nam,2008,11.7977093,107.1895694
Aedes aegypti,18167,Viet Nam,2008,11.8208285,106.9582406
Aedes aegypti,18167,Viet Nam,2008,12.2431693,109.1898675
Aedes aegypti,18167,Viet Nam,2008,12.3067908,107.5342199
Aedes aegypti,18167,Viet Nam,2008,12.4934379,109.1270865
Aedes aegypti,18167,Viet Nam,2008,12.4147729,107.5841867
Aedes aegypti,18167,Viet Nam,2008,12.7594508,108.7248016
Aedes aegypti,18168,India,2007,29.1031025,79.697933
Aedes aegypti,18170,Argentina,2010,-34.7033363,-58.3953235
Aedes aegypti,18170,Argentina,2010,-34.6583293,-58.6671441
Aedes aegypti,18171,Mexico,2010,20.0516959,-88.8286848
Aedes aegypti,18171,Mexico,2010,20.205228,-89.2858515
Aedes aegypti,18171,Mexico,2010,20.1393597,-89.5504824
Aedes aegypti,18171,Mexico,2010,20.3643822,-89.5543068
Aedes aegypti,18171,Mexico,2010,20.5845152,-90.0005727
Aedes aegypti,18171,Mexico,2010,20.7320546,-87.8405123
Aedes aegypti,18171,Mexico,2010,20.6902505,-88.2016999
Aedes aegypti,18171,Mexico,2010,20.7412144,-88.4437373
Aedes aegypti,18171,Mexico,2010,20.9152278,-89.537617
Aedes aegypti,18171,Mexico,2010,20.9670759,-89.6237402
Aedes aegypti,18171,Mexico,2010,21.075634,-89.9893949
Aedes aegypti,18171,Mexico,2010,21.0947346,-89.2833872
Aedes aegypti,18171,Mexico,2010,21.2485972,-87.8728357
Aedes aegypti,18171,Mexico,2010,21.2459975,-89.6810398
Aedes aegypti,18171,Mexico,2011,20.6845957,-88.8755669
Aedes aegypti,18171,Mexico,2011,20.4131013,-89.0571223
Aedes aegypti,18171,Mexico,2011,20.6888359,-89.1369263
Aedes aegypti,18171,Mexico,2011,20.7614495,-89.2003818
Aedes aegypti,18171,Mexico,2011,20.7954893,-89.1091289
Aedes aegypti,18171,Mexico,2011,20.8861458,-89.1832265
Aedes aegypti,18171,Mexico,2011,20.7844926,-88.8320995
Aedes aegypti,18171,Mexico,2011,20.8471315,-89.7679138
Aedes aegypti,18171,Mexico,2011,20.9670759,-89.6237402
Aedes aegypti,18171,Mexico,2011,21.0633383,-89.0151142
Aedes aegypti,18171,Mexico,2011,21.0570904,-89.0785985
Aedes aegypti,18171,Mexico,2011,21.3083205,-89.2736809
Aedes aegypti,18172,Mayotte,2007,-12.9123008,45.1938968
Aedes aegypti,18172,Mayotte,2007,-12.8365417,45.1127278
Aedes aegypti,18172,Mayotte,2007,-12.782151,45.2556923
Aedes aegypti,18172,Mayotte,2007,-12.7045482,45.1221926
Aedes aegypti,18172,Mayotte,2010,-12.9123008,45.1938968
Aedes aegypti,18172,Mayotte,2010,-12.8365417,45.1127278
Aedes aegypti,18172,Mayotte,2010,-12.782151,45.2556923
Aedes aegypti,18172,Mayotte,2010,-12.7045482,45.1221926
Aedes aegypti,18174,Mexico,2009,20.9298337,-97.3936617
Aedes aegypti,18174,Mexico,2009,19.333333,-96.666667
Aedes aegypti,18175,Sri Lanka,2008,7.1684426,80.1242004
Aedes aegypti,18175,Sri Lanka,2008,7.2468839,80.5920705
Aedes aegypti,18175,Sri Lanka,2008,7.4884097,80.3648003
Aedes aegypti,18175,Sri Lanka,2008,7.5765074,79.7956755
Aedes aegypti,18175,Sri Lanka,2010,9.6734908,80.0290277
Aedes aegypti,18176,Thailand,2007,13.0883664,100.9180778
Aedes aegypti,18176,Thailand,2008,13.0883664,100.9180778
Aedes aegypti,18177,Pakistan,2009,31.5656822,74.3141829
Aedes aegypti,18177,Pakistan,2009,31.0,72.0
Aedes aegypti,18177,Pakistan,2009,31.5808392,74.3629516
Aedes aegypti,18178,Taiwan,2010,22.6203348,120.3120375
Aedes aegypti,18180,India,2007,27.0377554,88.263176
Aedes aegypti,18181,Argentina,2007,-34.6083696,-58.4440583
Aedes aegypti,18182,Thailand,2004,16.3705162,99.6956827
Aedes aegypti,18182,Thailand,2004,16.4418624,99.3518055
Aedes aegypti,18182,Thailand,2004,16.4269471,99.6184841
Aedes aegypti,18182,Thailand,2005,16.3705162,99.6956827
Aedes aegypti,18182,Thailand,2005,16.4269471,99.6184841
Aedes aegypti,18182,Thailand,2006,16.3705162,99.6956827
Aedes aegypti,18182,Thailand,2006,16.4418624,99.3518055
Aedes aegypti,18182,Thailand,2006,16.4269471,99.6184841
Aedes aegypti,18182,Thailand,2007,16.3705162,99.6956827
Aedes aegypti,18182,Thailand,2007,16.4418624,99.3518055
Aedes aegypti,18182,Thailand,2007,16.4269471,99.6184841
Aedes aegypti,18183,Venezuela,0,9.4958129,-70.7688907
Aedes aegypti,18183,Venezuela,0,9.3601181,-70.5730838
Aedes aegypti,18183,Venezuela,0,9.3905769,-70.5923754
Aedes aegypti,18183,Venezuela,0,9.4118509,-70.4942948
Aedes aegypti,18183,Venezuela,0,9.4587549,-70.47522
Aedes aegypti,18183,Venezuela,0,9.5404709,-70.4612611
Aedes aegypti,18184,Venezuela,2010,7.9186514,-72.4430446
Aedes aegypti,18184,Venezuela,2010,9.4118509,-70.4942948
Aedes aegypti,18184,Venezuela,2010,9.4958129,-70.7688907
Aedes aegypti,18184,Venezuela,2010,8.0018709,-66.1109318
Aedes aegypti,18185,Venezuela,2010,7.9186514,-72.4430446
Aedes aegypti,18185,Venezuela,2010,8.0018709,-66.1109318
Aedes aegypti,18187,Mexico,2010,16.8680495,-99.8940182
Aedes aegypti,18187,Mexico,2010,17.4010835,-100.7505619
Aedes aegypti,18187,Mexico,2010,17.5271292,-98.5855376
Aedes aegypti,18187,Mexico,2010,17.5542149,-99.5048416
Aedes aegypti,18187,Mexico,2010,17.6467874,-101.551974
Aedes aegypti,18187,Mexico,2010,18.3466358,-99.5376944
Aedes aegypti,18188,Colombia,2002,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2003,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2004,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2005,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2006,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2007,6.334997,-75.5582665
Aedes aegypti,18188,Colombia,2008,6.334997,-75.5582665
Aedes aegypti,18189,India,2010,13.0836939,80.270186
Aedes aegypti,18190,Australia,2007,-16.9206657,145.7721854
Aedes aegypti,18190,Australia,2008,-16.9206657,145.7721854
Aedes aegypti,18190,Australia,2009,-16.9206657,145.7721854
Aedes aegypti,18191,Australia,2008,-20.0714089,146.2709824
Aedes aegypti,18191,Australia,2008,-17.5241605,146.0311385
Aedes aegypti,18191,Australia,2008,-16.9932257,145.4224301
Aedes aegypti,18191,Australia,2008,-16.9206657,145.7721854
Aedes aegypti,18193,Australia,2002,-16.9206657,145.7721854
Aedes aegypti,18195,Philippines,2011,9.3054777,123.3080446
Aedes aegypti,18196,Thailand,2004,16.4348419,102.773021
Aedes aegypti,18196,Thailand,2004,18.7882778,98.9858802
Aedes aegypti,18196,Thailand,2005,16.4348419,102.773021
Aedes aegypti,18196,Thailand,2005,18.7882778,98.9858802
Aedes aegypti,18199,India,2007,26.4073841,93.2551303
Aedes aegypti,18199,India,2010,26.4073841,93.2551303
Aedes aegypti,18200,Australia,2002,-26.7501005,150.6228556
Aedes aegypti,18200,Australia,2002,-26.5710356,148.7868137
Aedes aegypti,18200,Australia,2002,-26.406265,146.2420417
Aedes aegypti,18200,Australia,2002,-26.1902178,152.0617215
Aedes aegypti,18200,Australia,2002,-25.6407044,149.7982004
Aedes aegypti,18200,Australia,2002,-25.6268775,151.6370233
Aedes aegypti,18200,Australia,1999,-24.838632,151.1093424
Aedes aegypti,18200,Australia,1999,-24.4231685,145.4648487
Aedes aegypti,18200,Australia,2002,-24.3997711,150.5141867
Aedes aegypti,18200,Australia,0,-23.6008445,146.8027154
Aedes aegypti,18200,Australia,0,-23.640206,150.4012747
Aedes aegypti,18200,Australia,1995,-23.507909,149.04442
Aedes aegypti,18200,Australia,1995,-23.05188,145.8212732
Aedes aegypti,18200,Australia,0,-23.4378387,144.2586898
Aedes aegypti,18200,Australia,1985,-23.3782137,150.5134227
Aedes aegypti,18200,Australia,0,-23.1348035,150.7436625
Aedes aegypti,18200,Australia,0,-23.0830995,148.0218077
Aedes aegypti,18200,Australia,0,-22.8390195,147.1552217
Aedes aegypti,18200,Australia,0,-19.7114805,138.4936222
Aedes aegypti,18200,Australia,0,-24.7761086,134.755
Aedes aegypti,18200,Australia,0,-13.9795273,136.4613667
Aedes aegypti,18201,Argentina,2010,-34.8657439,-58.0420871
Aedes aegypti,18201,Argentina,2010,-34.5550359,-58.7065136
Aedes aegypti,18202,India,1997,26.9154576,75.8189817
Aedes aegypti,18203,Cuba,2006,23.0002058,-82.3881198
Aedes aegypti,18203,Cuba,2006,23.135305,-82.3589631
Aedes aegypti,18203,Cuba,2006,23.135305,-82.3589631
Aedes aegypti,18203,Cuba,2008,23.0002058,-82.3881198
Aedes aegypti,18203,Cuba,2008,23.135305,-82.3589631
Aedes aegypti,18203,Cuba,2008,23.0445903,-82.2689532
Aedes aegypti,18203,Cuba,2008,23.135305,-82.3589631
Aedes aegypti,18203,Cuba,2008,23.10214,-82.12861
Aedes aegypti,18203,Cuba,2008,23.1255172,-82.3048707
Aedes aegypti,18203,Cuba,2008,23.12691,-82.3321816
Aedes aegypti,18205,Argentina,2006,-34.6083696,-58.4440583
Aedes aegypti,18206,Costa Rica,0,9.9841882,-84.7692344
Aedes aegypti,18206,Costa Rica,0,9.0953279,-84.2003038
Aedes aegypti,18210,Colombia,2004,7.4702113,-73.2026027
Aedes aegypti,18210,Colombia,2006,7.5230007,-73.1978659
Aedes aegypti,18213,Thailand,1968,16.0892883,102.7417197
Aedes aegypti,18214,Trinidad and Tobago,2002,10.6436181,-61.3907206
Aedes aegypti,18214,Trinidad and Tobago,2003,10.6436181,-61.3907206
Aedes aegypti,18214,Trinidad and Tobago,2004,10.6436181,-61.3907206
Aedes aegypti,18214,Trinidad and Tobago,2005,10.6436181,-61.3907206
Aedes aegypti,18214,Trinidad and Tobago,2006,10.6436181,-61.3907206
Aedes aegypti,18216,Trinidad and Tobago,2010,10.6436181,-61.3907206
Aedes aegypti,18220,Thailand,2007,13.539067,99.8197035
Aedes aegypti,18220,Thailand,2007,13.5497782,100.2742813
Aedes aegypti,18220,Thailand,2007,13.8190071,100.0639917
Aedes aegypti,18220,Thailand,2007,13.9385345,100.3756212
Aedes aegypti,18220,Thailand,2008,13.539067,99.8197035
Aedes aegypti,18220,Thailand,2008,13.5497782,100.2742813
Aedes aegypti,18220,Thailand,2008,13.8190071,100.0639917
Aedes aegypti,18220,Thailand,2008,13.9385345,100.3756212
Aedes aegypti,18222,Puerto Rico,2008,18.384239,-66.05344
Aedes aegypti,18223,Argentina,2005,-25.6107508,-54.5764199
Aedes aegypti,18223,Argentina,2005,-25.5304023,-54.5830692
Aedes aegypti,18225,Lao People's Democratic Republic,2011,15.87128,106.3389565
Aedes aegypti,18225,Thailand,2011,15.8155445,101.8391936
Aedes aegypti,18225,Thailand,2011,16.1711395,102.4743941
Aedes aegypti,18226,Argentina,2011,-26.8399635,-65.1617891
Aedes aegypti,18228,Mexico,2005,31.7372575,-106.485655
Aedes aegypti,18230,Argentina,2008,-34.6083696,-58.4440583
Aedes aegypti,18230,Argentina,2009,-34.6083696,-58.4440583
Aedes aegypti,18231,New Caledonia,2009,-22.2745264,166.442419
Aedes aegypti,18232,Peru,2007,-3.749365,-73.2444145
Aedes aegypti,18234,Senegal,2010,12.6392487,-12.1727032
Aedes aegypti,18234,Senegal,2010,12.9130097,-12.345869
Aedes aegypti,18235,Argentina,2011,-35.8738767,-57.8954668
Aedes aegypti,18235,Argentina,2011,-35.5786869,-58.0138252
Aedes aegypti,18235,Argentina,2012,-36.3153624,-57.6755399
Aedes aegypti,18235,Argentina,2012,-36.0914272,-57.807336
Aedes aegypti,18235,Argentina,2012,-35.8738767,-57.8954668
Aedes aegypti,18235,Argentina,2012,-35.5786869,-58.0138252
Aedes aegypti,18237,Bolivia,2007,-17.7834217,-63.1820853
Aedes aegypti,18239,Australia,2007,-16.9206657,145.7721854
Aedes aegypti,18239,Australia,2008,-16.9206657,145.7721854
Aedes aegypti,18239,Australia,2009,-16.9206657,145.7721854
Aedes aegypti,18240,Philippines,2011,14.3892634,121.0449101
Aedes aegypti,18241,French Guiana,0,3.8909368,-51.8014111
Aedes aegypti,18241,French Guiana,1998,4.9371544,-52.3258736
Aedes aegypti,18241,French Guiana,1999,5.1579834,-52.6424204
Aedes aegypti,18241,French Guiana,2005,3.9439621,-53.7357694
Aedes aegypti,18242,India,0,25.7625538,93.8947165
Aedes aegypti,18244,Kenya,2004,-3.8311553,39.4710631
Aedes aegypti,18244,Kenya,2004,-1.2832533,36.8172449
Aedes aegypti,18244,Kenya,2004,0.2963855,34.7473163
Aedes aegypti,18244,Kenya,2004,0.71401,36.0172739
Aedes aegypti,18245,Australia,2006,-17.5241605,146.0311385
Aedes aegypti,18246,Australia,2006,-20.0714089,146.2709824
Aedes aegypti,18246,Australia,2006,-19.2569391,146.8239537
Aedes aegypti,18246,Australia,2006,-18.6476374,146.1603448
Aedes aegypti,18246,Australia,2006,-18.2705885,146.0163542
Aedes aegypti,18246,Australia,2006,-17.9429225,145.9285816
Aedes aegypti,18246,Australia,2006,-17.1032055,144.6691074
Aedes aegypti,18246,Australia,2006,-17.0981626,145.7759747
Aedes aegypti,18246,Australia,2006,-16.9932257,145.4224301
Aedes aegypti,18246,Australia,2006,-16.9206657,145.7721854
Aedes aegypti,18246,Australia,2006,-16.4614455,145.3726649
Aedes aegypti,18247,Argentina,2005,-23.1286284,-64.3214309
Aedes aegypti,18247,Argentina,2005,-22.5194493,-63.7986328
Aedes aegypti,18248,Argentina,2006,-23.1286284,-64.3214309
Aedes aegypti,18248,Argentina,2007,-23.1286284,-64.3214309
Aedes aegypti,18249,Argentina,2005,-23.1286284,-64.3214309
Aedes aegypti,18250,Mexico,2007,14.8360759,-92.1914548
Aedes aegypti,18252,Mexico,2002,25.542698,-103.410512
Aedes aegypti,18252,Mexico,2002,25.8810158,-97.5064866
Aedes aegypti,18252,Mexico,2002,27.4930246,-99.507425
Aedes aegypti,18252,Mexico,2002,29.0948207,-110.9692202
Aedes aegypti,18252,Mexico,2002,31.863444,-112.849739
Aedes aegypti,18253,Colombia,2006,0.5000086,-76.0000086
Aedes aegypti,18253,Colombia,2006,0.6686314,-76.8749187
Aedes aegypti,18253,Colombia,2006,0.6841941,-76.6044095
Aedes aegypti,18253,Colombia,2006,5.6923407,-76.6583801
Aedes aegypti,18253,Colombia,2006,6.2697324,-75.6025597
Aedes aegypti,18253,Colombia,2006,6.3145415,-73.9496809
Aedes aegypti,18253,Colombia,2006,8.0950848,-76.728545
Aedes aegypti,18254,India,2002,15.8563,73.6353
Aedes aegypti,18254,India,2002,18.9068356,75.6741579
Aedes aegypti,18254,India,2002,16.06064,73.4669499
Aedes aegypti,18254,India,2002,16.3770393,73.3796243
Aedes aegypti,18254,India,2002,16.5508096,73.3365435
Aedes aegypti,18254,India,2002,16.6343054,73.3618494
Aedes aegypti,18254,India,2002,16.6533199,73.5148504
Aedes aegypti,18254,India,2002,17.2826079,73.4569787
Aedes aegypti,18254,India,2002,17.0165119,73.4166792
Aedes aegypti,18254,India,2002,17.2015922,73.5463963
Aedes aegypti,18254,India,2002,17.2950841,73.2211207
Aedes aegypti,18254,India,2002,17.4838362,73.191061
Aedes aegypti,18254,India,2002,17.5253407,73.5155673
Aedes aegypti,18254,India,2002,18.8515893,73.836186
Aedes aegypti,18254,India,2002,17.7580463,73.1887078
Aedes aegypti,18254,India,2002,18.080753,73.42438
Aedes aegypti,18254,India,2002,18.3220393,72.9604835
Aedes aegypti,18254,India,2002,18.9200483,75.7457518
Aedes aegypti,18254,India,2002,18.6498427,72.8765469
Aedes aegypti,18254,India,2002,18.735385,73.0868161
Aedes aegypti,18254,India,2002,18.8088739,72.9327875
Aedes aegypti,18254,India,2006,18.9424837,72.9588852
Aedes aegypti,18254,India,0,18.9424837,72.9588852
Aedes aegypti,18254,India,1997,18.9910971,73.1205846
Aedes aegypti,18255,Mexico,2008,25.5046381,-108.5399603
Aedes aegypti,18255,Mexico,2009,25.5046381,-108.5399603
Aedes aegypti,18261,Mexico,2009,25.2988342,-100.0452016
Aedes aegypti,18263,French Guiana,2008,4.9371544,-52.3258736
Aedes aegypti,18263,Martinique,2008,14.6027962,-61.0676724
Aedes aegypti,18263,Martinique,2008,14.6776144,-60.939021
Aedes aegypti,18263,French Guiana,2009,4.9371544,-52.3258736
Aedes aegypti,18263,Martinique,2009,14.6027962,-61.0676724
Aedes aegypti,18263,Martinique,2009,14.6776144,-60.939021
Aedes aegypti,18264,Argentina,2006,-31.4166867,-64.1834193
Aedes aegypti,18265,Argentina,2010,-38.9519679,-68.0591741
Aedes aegypti,18269,Argentina,2009,-25.9213347,-54.5843226
Aedes aegypti,18270,Thailand,0,16.7510789,98.5721481
Aedes aegypti,18271,Mexico,0,14.9258055,-92.3221957
Aedes aegypti,18272,Trinidad and Tobago,2005,10.4875465,-61.2149975
Aedes aegypti,18272,Trinidad and Tobago,2005,10.5037711,-61.3557704
Aedes aegypti,18272,Trinidad and Tobago,2007,10.2170017,-61.5432008
Aedes aegypti,18272,Trinidad and Tobago,2008,10.6854333,-61.3205274
Aedes aegypti,18273,Trinidad and Tobago,2006,10.5147394,-61.4076757
Aedes aegypti,18273,Trinidad and Tobago,2007,10.5147394,-61.4076757
Aedes aegypti,18274,Australia,2010,-17.0981626,145.7759747
Aedes aegypti,18274,Australia,2010,-16.8234705,145.6930037
Aedes aegypti,18276,Pakistan,2010,31.5842548,74.3174638
Aedes aegypti,18277,Australia,2008,-16.9206657,145.7721854
Aedes aegypti,18278,Viet Nam,2008,12.2431693,109.1898675
Aedes aegypti,18279,Viet Nam,2006,12.2431693,109.1898675
Aedes aegypti,18279,Viet Nam,2007,12.2431693,109.1898675
Aedes aegypti,18280,Australia,0,-16.9206657,145.7721854
Aedes aegypti,18281,Argentina,2002,-31.4166867,-64.1834193
Aedes aegypti,18282,India,0,10.9094334,78.3665347
Aedes aegypti,18283,Thailand,1977,13.7524938,100.4935089
Aedes aegypti,18283,Thailand,2005,13.7524938,100.4935089
Aedes aegypti,18283,Thailand,2007,13.7524938,100.4935089
Aedes aegypti,18283,Thailand,2008,7.1973429,100.593205
Aedes aegypti,18283,Thailand,2008,8.4612037,98.5313023
Aedes aegypti,18283,Thailand,2008,9.1404136,99.3241347
Aedes aegypti,18283,Thailand,2008,12.6064515,102.0996672
Aedes aegypti,18283,Thailand,2008,13.1857117,101.1210777
Aedes aegypti,18283,Thailand,2008,15.705783,100.1330046
Aedes aegypti,18283,Thailand,2008,19.9068867,99.8332739
Aedes aegypti,18284,Indonesia,1998,-6.1754049,106.827168
Aedes aegypti,18285,Viet Nam,2007,20.3183623,106.2620432
Aedes aegypti,18285,Viet Nam,2008,12.4934379,109.1270865
