vector,source_type,country,year,y,x
Aedes aegypti,98,Cameroon,2006,6.4658575,12.6251249
Aedes aegypti,98,Cameroon,2007,4.0429389,9.7062018
Aedes aegypti,98,Cameroon,2007,3.8689867,11.5213344
Aedes aegypti,98,Cameroon,2007,4.0233735,9.7292726
Aedes aegypti,99,Burkina Faso,2016,12.3681873,-1.5270944
Aedes aegypti,99,Burkina Faso,2017,12.3681873,-1.5270944
Aedes aegypti,100,Iran,2020,,
Aedes aegypti,103,India,2019,27.4844597,94.9019447
Aedes aegypti,103,India,2019,28.6430858,77.2192671
Aedes aegypti,103,India,2019,30.2092777,76.3397231
Aedes aegypti,108,India,2014,22.3511148,78.6677428
Aedes aegypti,108,India,2020,22.3511148,78.6677428
Aedes aegypti,108,India,2021,22.3511148,78.6677428
Aedes aegypti,111,Colombia,2011,6.2921442,-75.5503867
Aedes aegypti,113,Cyprus,2022,34.9236095,33.6236184
Aedes aegypti,113,Cyprus,2022,34.9236095,33.6236184
Aedes aegypti,113,Cyprus,2022,34.9236095,33.6236184
Aedes aegypti,113,Cyprus,2022,34.9236095,33.6236184
Aedes aegypti,113,Cyprus,2022,34.8611261,33.5960156
Aedes aegypti,113,Cyprus,2022,34.8456226,33.5726051
Aedes aegypti,114,Brazil,2011,-27.0628367,-51.114965
Aedes aegypti,114,Cape Verde,2011,14.9162811,-23.5095095
Aedes aegypti,115,United States,2015,33.750631,-117.8722311
Aedes aegypti,115,United States,2016,33.750631,-117.8722311
Aedes aegypti,115,United States,2017,33.750631,-117.8722311
Aedes aegypti,115,United States,2018,33.750631,-117.8722311
Aedes aegypti,115,United States,2019,33.750631,-117.8722311
Aedes aegypti,116,Mexico,2016,25.7871006,-100.1850769
Aedes aegypti,116,Mexico,2016,22.278368,-97.8242861
Aedes aegypti,116,Mexico,2016,14.8883246,-92.4920008
Aedes aegypti,116,Mexico,2016,25.6802019,-100.315258
Aedes aegypti,116,Mexico,2016,20.5320852,-97.4536355
Aedes aegypti,116,Mexico,2016,20.6845957,-88.8755669
Aedes aegypti,118,Brazil,2012,,
Aedes aegypti,118,Brazil,2018,,
Aedes aegypti,118,Italy,2018,43.9465433,12.630749
Aedes aegypti,118,Singapore,2018,1.357107,103.8194992
Aedes aegypti,118,Singapore,2020,1.357107,103.8194992
Aedes aegypti,120,France,2014,-21.1307379,55.5364801
Aedes aegypti,120,France,2019,-21.1307379,55.5364801
Aedes aegypti,121,Brazil,2011,-5.805398,-35.2080905
Aedes aegypti,121,Brazil,1994,-5.5836157,-36.9139541
Aedes aegypti,122,Tanzania,1952,-6.5247123,35.7878438
Aedes aegypti,122,Thailand,1958,14.8971921,100.83273
Aedes aegypti,122,Senegal,1970,14.4750607,-14.4529612
Aedes aegypti,122,Cambodia,1970,11.5717568,104.9288306
Aedes aegypti,122,India,2004,-9.9999999,69.9999999
Aedes aegypti,122,La Reunion,2006,-21.1307379,55.5364801
Aedes aegypti,122,Brazil,2015,-10.3333333,-53.2
Aedes aegypti,124,Mexico,2016,16.5000001,-92.5000001
Aedes aegypti,125,Brazil,2017,-19.8638036,-43.9749287
Aedes aegypti,126,French Polynesia,2010,,
Aedes aegypti,126,Haiti,2010,19.1399952,-72.3570972
Aedes aegypti,126,Brazil,2010,-10.3333333,-53.2
Aedes aegypti,127,France,2016,43.6112422,3.8767337
Aedes aegypti,127,Benin,2016,9.5293472,2.2584408
Aedes aegypti,127,Vietnam,2016,11.286918,106.1290402
Aedes aegypti,129,Nepal,2017,27.618086,84.4536201
Aedes aegypti,130,Bolivia,2007,-17.7834217,-63.1820853
Aedes aegypti,130,Réunion Island,2005,,
Aedes aegypti,130,Réunion Island,2018,,
Aedes aegypti,133,Australia,1996,-16.9206657,145.7721854
Aedes aegypti,133,Australia,1996,-12.46044,130.8410469
Aedes aegypti,133,Australia,1996,-23.3782137,150.5134227
Aedes aegypti,133,Australia,1996,-10.5786459,142.2189206
Aedes aegypti,133,Australia,1996,-27.4689623,153.0235009
Aedes aegypti,134,Cameroon,1965,4.6125522,13.1535811
Aedes aegypti,134,Cameroon,1990,4.6125522,13.1535811
Aedes aegypti,134,Cameroon,2000,4.6125522,13.1535811
Aedes aegypti,134,Cameroon,2007,4.6125522,13.1535811
Aedes aegypti,134,Cameroon,2011,4.6125522,13.1535811
Aedes aegypti,137,Mexico,2013,20.5320852,-97.4536355
Aedes aegypti,139,United States,1952,28.5421109,-81.3790304
Aedes aegypti,141,Gabon,2007,0.4086518,9.4418849
Aedes aegypti,142,Nigeria,2011,,
Aedes aegypti,142,Nigeria,2011,,
Aedes aegypti,142,Nigeria,2011,,
Aedes aegypti,142,Nigeria,2011,6.6076575,5.9722713
Aedes aegypti,142,Nigeria,2011,7.3505747,8.7772877
Aedes aegypti,144,Papua New Guinea,2018,-5.0,145.5
Aedes aegypti,144,Papua New Guinea,2018,-9.4743301,147.1599504
Aedes aegypti,146,Iran,1920,27.1793466,56.2781423
Aedes aegypti,146,Iran,2009,28.1292481,60.8236848
Aedes aegypti,146,Iran,2013,25.2935488,60.6469115
Aedes aegypti,147,Thailand,2018,,
Aedes aegypti,153,United States,1986,39.7837304,-100.445882
Aedes aegypti,153,United States,1986,34.0065103,-96.3746452
Aedes aegypti,153,United States,1986,27.7567667,-81.4639835
Aedes aegypti,157,United States,1970,39.7837304,-100.445882
Aedes aegypti,157,United States,2021,39.7837304,-100.445882
Aedes aegypti,157,Indonesia,2021,-2.4833826,117.8902853
Aedes aegypti,157,China,2021,35.0000663,104.999955
Aedes aegypti,157,Japan,2021,36.5748441,139.2394179
Aedes aegypti,157,Australia,2021,-24.7761086,134.755
Aedes aegypti,158,Philippines,2021,14.5736108,121.0329706
Aedes aegypti,159,Brazil,2005,-8.0110993,-34.9585766
Aedes aegypti,159,Brazil,2005,-8.0110993,-34.9585766
Aedes aegypti,159,Brazil,2013,-8.0110993,-34.9585766
Aedes aegypti,159,Brazil,2013,-8.0110993,-34.9585766
Aedes aegypti,166,Malaysia,2017,3.1426249,101.4793776
Aedes aegypti,166,Malaysia,2017,5.3506953,100.2348979
Aedes aegypti,166,Malaysia,2017,6.1184953,102.2932099
Aedes aegypti,166,Malaysia,2017,5.4446895,100.4293574
Aedes aegypti,166,Malaysia,2017,3.1434785,101.5357435
Aedes aegypti,166,Malaysia,2017,6.1320562,102.2392019
Aedes aegypti,166,Malaysia,2019,4.5693754,102.2656823
Aedes aegypti,166,Malaysia,2011,4.5693754,102.2656823
Aedes aegypti,166,Malaysia,2003,4.5693754,102.2656823
Aedes aegypti,168,French Polynesia,1994,-17.6873439,-149.4451681
Aedes aegypti,168,French Polynesia,2012,-17.6873439,-149.4451681
Aedes aegypti,168,Martinique,2012,14.6113732,-60.9620777
Aedes aegypti,168,New Caledonia,2012,-20.6378428,161.2117626
Aedes aegypti,168,Bolivia,2012,-17.0568696,-64.9912286
Aedes aegypti,168,Reunion,2009,-21.1309332,55.5265771
Aedes aegypti,168,France,2012,46.603354,1.8883335
Aedes aegypti,169,Ecuador,2016,-1.05282,-80.4534134
Aedes aegypti,169,Ecuador,2017,-1.05282,-80.4534134
Aedes aegypti,169,Ecuador,2017,-1.05282,-80.4534134
Aedes aegypti,169,Ecuador,2017,-1.05282,-80.4534134
Aedes aegypti,169,Ecuador,2016,0.3191807,-79.4972175
Aedes aegypti,169,Ecuador,2017,0.3191807,-79.4972175
Aedes aegypti,169,Ecuador,2017,0.3191807,-79.4972175
Aedes aegypti,169,Ecuador,2017,0.3191807,-79.4972175
Aedes aegypti,170,Vietnam,2016,10.7763897,106.7011391
Aedes aegypti,170,Japan,2008,35.5242707,139.6905273
Aedes aegypti,170,Japan,2022,,
Aedes aegypti,173,Cameroon,2017,3.8689867,11.5213344
Aedes aegypti,173,Cameroon,2017,4.0429389,9.7062018
Aedes aegypti,173,Republic of Congo,2017,-4.272507,15.2830399
Aedes aegypti,173,Cameroon,2017,8.3040021,13.892703
Aedes aegypti,174,Mexico,2018,14.9258055,-92.3221957
Aedes aegypti,174,Mexico,2018,14.8883246,-92.4920008
Aedes aegypti,174,Mexico,2018,14.7157931,-92.4184006
Aedes aegypti,175,Brazil,2019,-23.8027866,-45.4070527
Aedes aegypti,175,Brazil,2020,-23.8027866,-45.4070527
Aedes aegypti,176,Pakistan,2015,31.5656822,74.3141829
Aedes aegypti,178,Colombia,2021,7.8849011,-76.6227461
Aedes aegypti,178,Colombia,2021,8.0950848,-76.728545
Aedes aegypti,178,Colombia,2022,8.0950848,-76.728545
Aedes aegypti,178,Colombia,2021,7.8558452,-76.5181559
Aedes aegypti,178,Colombia,2022,7.8558452,-76.5181559
Aedes aegypti,178,Colombia,2022,8.0950848,-76.728545
Aedes aegypti,178,Colombia,2022,8.0950848,-76.728545
Aedes aegypti,178,Colombia,2021,7.9350756,-76.7164306
Aedes aegypti,178,Colombia,2022,7.9350756,-76.7164306
Aedes aegypti,179,Sudan,2014,19.619217,37.211709
Aedes aegypti,179,Sudan,2014,18.8517852,37.898933
Aedes aegypti,179,Sudan,2014,15.452011,36.3770699
Aedes aegypti,179,Sudan,2014,13.612976,25.3268023
Aedes aegypti,179,Sudan,2014,12.2809691,24.7741672
Aedes aegypti,179,Sudan,2014,14.6671537,33.222361
Aedes aegypti,179,Sudan,2014,10.9573767,30.0366156
Aedes aegypti,179,Sudan,2014,,
Aedes aegypti,180,Ghana,2015,5.5571096,-0.2012376
Aedes aegypti,180,Ghana,2022,5.5571096,-0.2012376
Aedes aegypti,180,Ghana,2022,5.8761016,0.5495682
Aedes aegypti,180,Ghana,2022,5.5433937,-0.2354469
Aedes aegypti,180,Ghana,2022,10.8928117,-1.0883729
Aedes aegypti,180,Ghana,2022,5.6596423,-0.0096622
Aedes aegypti,181,Australia,2019,-16.9206657,145.7721854
Aedes aegypti,182,Australia,2006,-24.7761086,134.755
Aedes aegypti,183,Australia,2011,,
Aedes aegypti,183,Australia,2012,,
Aedes aegypti,183,Australia,2013,,
Aedes aegypti,183,Australia,2014,,
Aedes aegypti,183,Australia,2015,,
Aedes aegypti,183,Australia,2016,,
Aedes aegypti,183,Australia,2017,,
Aedes aegypti,183,Australia,2018,,
Aedes aegypti,184,Australia,2012,-23.3782137,150.5134227
Aedes aegypti,184,Australia,2012,-26.1902178,152.0617215
Aedes aegypti,184,Australia,2012,-27.4689623,153.0235009
Aedes aegypti,185,Australia,2018,,
Aedes aegypti,185,Australia,2018,-17.5986805,145.9918885
Aedes aegypti,185,Australia,2018,-17.520676,146.0097457
Aedes aegypti,185,Australia,2019,-17.574515,146.0057501
Aedes aegypti,185,Australia,2019,-17.5237275,145.989466
Aedes aegypti,185,Australia,2019,-17.5456465,146.0463819
Aedes aegypti,188,Philippines,2017,15.5504104,120.7434436
Aedes aegypti,188,Philippines,2017,,
Aedes aegypti,188,Philippines,2017,7.6897787,125.2365313
Aedes aegypti,188,Philippines,2018,15.5504104,120.7434436
Aedes aegypti,188,Philippines,2018,,
Aedes aegypti,188,Philippines,2018,7.6897787,125.2365313
Aedes aegypti,188,Philippines,2017,16.4119905,120.5933719
Aedes aegypti,188,Philippines,2017,10.47,123.83
Aedes aegypti,188,Philippines,2017,7.7610686,125.005158
Aedes aegypti,189,Ghana,2017,5.781638,0.633197
Aedes aegypti,189,Ghana,2017,5.6596423,-0.0096622
Aedes aegypti,189,Ghana,2017,5.5571096,-0.2012376
Aedes aegypti,189,Ghana,2017,6.6231481,-1.2148111
Aedes aegypti,189,Ghana,2017,9.2193779,-1.858464
Aedes aegypti,189,Ghana,2017,10.8928117,-1.0883729
Aedes aegypti,189,Ghana,2017,10.970036,-1.101674
Aedes aegypti,189,Ghana,2017,8.0300284,-1.0800271
Aedes aegypti,190,Uganda,1947,49.9178465,17.9136292
Aedes aegypti,190,Micronesia,2007,9.5161325,138.0970353
Aedes aegypti,190,French Polynesia,2013,-17.0243749,-144.6434898
Aedes aegypti,190,New Caledonia,2014,-20.6378428,161.2117626
Aedes aegypti,190,Easter Island,2014,-27.1259317,-109.3495887
Aedes aegypti,190,Cook Islands,2014,-19.9969716,-157.7858714
Aedes aegypti,190,Brazil,2015,-10.3333333,-53.2
Aedes aegypti,190,Martinique,2015,14.6113732,-60.9620777
Aedes aegypti,190,French Guiana,2015,4.0039882,-52.999998
Aedes aegypti,191,Sao Tome and Principe,2022,0.3264119,6.7300945
Aedes aegypti,191,Sao Tome and Principe,2022,0.3264119,6.7300945
Aedes aegypti,192,Cameroon,2000,4.6125522,13.1535811
Aedes aegypti,192,Cameroon,2007,4.6125522,13.1535811
Aedes aegypti,192,Cameroon,2016,4.6125522,13.1535811
Aedes aegypti,192,Central African Republic,2016,7.0323598,19.9981227
Aedes aegypti,192,Gabon,2007,-0.8999695,11.6899699
Aedes aegypti,192,Cameroon,2016,3.8689867,11.5213344
Aedes aegypti,193,Brazil,1980,-23.9335988,-46.3286399
Aedes aegypti,193,Brazil,1987,-23.5506507,-46.6333824
Aedes aegypti,193,Brazil,2015,-23.5506507,-46.6333824
Aedes aegypti,194,India,1996,22.3511148,78.6677428
Aedes aegypti,195,Panama,2016,8.209385,-80.6033332
Aedes aegypti,195,Panama,2016,8.5204989,-80.359579
Aedes aegypti,195,Panama,2016,8.8164669,-80.0425959
Aedes aegypti,197,Mexico,2017,20.865749,-89.578652
Aedes aegypti,197,Mexico,2017,,
Aedes aegypti,197,Mexico,2017,20.9670759,-89.6237402
Aedes aegypti,197,Mexico,2017,20.6845957,-88.8755669
Aedes aegypti,197,Mexico,2017,23.6585116,-102.0077097
Aedes aegypti,197,Mexico,2016,20.6845957,-88.8755669
Aedes aegypti,197,Mexico,2016,23.6585116,-102.0077097
Aedes aegypti,197,Mexico,2019,20.6845957,-88.8755669
Aedes aegypti,197,Mexico,2019,23.6585116,-102.0077097
Aedes aegypti,199,France,2010,43.7009358,7.2683912
Aedes aegypti,200,Italy,2006,42.6384261,12.674297
Aedes aegypti,202,France,2005,-21.1307379,55.5364801
Aedes aegypti,202,France,2014,-21.1307379,55.5364801
Aedes aegypti,202,Madagascar,2006,-18.9249604,46.4416422
Aedes aegypti,202,Gabon,2007,-0.8999695,11.6899699
Aedes aegypti,202,China,2004,35.0000663,104.999955
Aedes aegypti,205,Brazil,2015,-22.9110137,-43.2093727
Aedes aegypti,205,Brazil,2015,0.0401529,-51.0569588
Aedes aegypti,205,United States,2015,24.5548262,-81.8020722
Aedes aegypti,205,United States,2015,27.3923408,-80.8873655
Aedes aegypti,206,Brazil,2018,,
Aedes aegypti,206,Brazil,2018,,
Aedes aegypti,207,Italy,2017,45.391408,11.8058487
Aedes aegypti,209,Côte d’Ivoire,2017,43.1299519,5.8958829
Aedes aegypti,209,Côte d’Ivoire,2019,43.1299519,5.8958829
Aedes aegypti,209,Côte d’Ivoire,2022,43.1299519,5.8958829
Aedes aegypti,209,Côte d’Ivoire,2023,43.1299519,5.8958829
Aedes aegypti,209,Côte d’Ivoire,2024,43.1299519,5.8958829
Aedes aegypti,209,Côte d’Ivoire,2024,5.3411653,-3.9741535
Aedes aegypti,209,Côte d’Ivoire,2024,,
Aedes aegypti,209,Côte d’Ivoire,2024,,
Aedes aegypti,210,French Polynesia,2013,-17.0243749,-144.6434898
Aedes aegypti,210,Gabon,2007,-0.8999695,11.6899699
Aedes aegypti,211,Sri Lanka,2018,9.665093,80.0093029
Aedes aegypti,211,Sri Lanka,2019,9.665093,80.0093029
Aedes aegypti,211,Sri Lanka,1986,9.665093,80.0093029
Aedes aegypti,211,Sri Lanka,2019,9.665093,80.0093029
Aedes aegypti,212,US,2012,29.9665252,-85.2175889
Aedes aegypti,215,Switzerland,2007,46.3351913,8.7525902
Aedes aegypti,215,Germany,2011,50.1599442,7.7272243
